country,iso_code_3,year,variable,WUI,WUI World,WUI LAC,input1,input2,input3,input4,input5
Argentina,ARG,1969,Moving Average,0.11563268,0.105700996,0.104137422,,,,,
Argentina,ARG,1970,Moving Average,0.117161323,0.109438625,0.11052704,,,,,
Argentina,ARG,1971,Moving Average,0.127110285,0.115667182,0.119826812,,,,,
Argentina,ARG,1972,Moving Average,0.150270175,0.117100552,0.121663334,,,,,
Argentina,ARG,1973,Moving Average,0.14815325,0.115468129,0.115189885,,,,,
Argentina,ARG,1974,Moving Average,0.143540548,0.111786416,0.11061308,,,,,
Argentina,ARG,1975,Moving Average,0.148419388,0.108683389,0.106903616,,,,,
Argentina,ARG,1976,Moving Average,0.14004053,0.110823611,0.102868736,,,,,
Argentina,ARG,1977,Moving Average,0.140990338,0.109286807,0.102321584,,,,,
Argentina,ARG,1978,Moving Average,0.13788818,0.106173481,0.108657142,,,,,
Argentina,ARG,1979,Moving Average,0.137159993,0.10534234,0.106028612,,,,,
Argentina,ARG,1980,Moving Average,0.122621708,0.104970283,0.109615339,,,,,
Argentina,ARG,1981,Moving Average,0.11325357,0.101671562,0.110679255,,,,,
Argentina,ARG,1982,Moving Average,0.090384533,0.100608303,0.11419479,,,,,
Argentina,ARG,1983,Moving Average,0.078841023,0.099360233,0.112356868,,,,,
Argentina,ARG,1984,Moving Average,0.064693353,0.095781342,0.115030517,,,,,
Argentina,ARG,1985,Moving Average,0.053408193,0.093580866,0.113801136,,,,,
Argentina,ARG,1986,Moving Average,0.04824896,0.087074786,0.11154252,,,,,
Argentina,ARG,1987,Moving Average,0.04785409,0.083562153,0.104740629,,,,,
Argentina,ARG,1988,Moving Average,0.070997718,0.084308185,0.099736937,,,,,
Argentina,ARG,1989,Moving Average,0.089990608,0.083410741,0.101668163,,,,,
Argentina,ARG,1990,Moving Average,0.10322381,0.085497105,0.100223472,,,,,
Argentina,ARG,1991,Moving Average,0.099435983,0.084818957,0.091208924,,,,,
Argentina,ARG,1992,Moving Average,0.097876065,0.085595933,0.0894306,,,,,
Argentina,ARG,1993,Moving Average,0.09299032,0.089247691,0.099271706,,,,,
Argentina,ARG,1994,Moving Average,0.102707598,0.094494927,0.106888508,,,,,
Argentina,ARG,1995,Moving Average,0.14473558,0.098740213,0.120580908,,,,,
Argentina,ARG,1996,Moving Average,0.175051325,0.10316946,0.131746819,,,,,
Argentina,ARG,1997,Moving Average,0.198535893,0.107394259,0.143951078,,,,,
Argentina,ARG,1998,Moving Average,0.19368309,0.109999981,0.156600098,,,,,
Argentina,ARG,1999,Moving Average,0.214923993,0.113688397,0.165846774,,,,,
Argentina,ARG,2000,Moving Average,0.23067502,0.115126629,0.178763306,,,,,
Argentina,ARG,2001,Moving Average,0.260288345,0.11989109,0.194379032,,,,,
Argentina,ARG,2002,Moving Average,0.275949873,0.122237648,0.204194972,,,,,
Argentina,ARG,2003,Moving Average,0.285680148,0.126523704,0.206743796,,,,,
Argentina,ARG,2004,Moving Average,0.297730143,0.128734098,0.215680786,,,,,
Argentina,ARG,2005,Moving Average,0.27037447,0.132860249,0.218607725,,,,,
Argentina,ARG,2006,Moving Average,0.252469768,0.135454035,0.217933246,,,,,
Argentina,ARG,2007,Moving Average,0.25904474,0.138489544,0.218574238,,,,,
Argentina,ARG,2008,Moving Average,0.263317873,0.138016175,0.205760147,,,,,
Argentina,ARG,2009,Moving Average,0.287543143,0.139941049,0.203311095,,,,,
Argentina,ARG,2010,Moving Average,0.342458373,0.143037533,0.198084529,,,,,
Argentina,ARG,2011,Moving Average,0.344121318,0.146313729,0.200056837,,,,,
Argentina,ARG,2012,Moving Average,0.353964255,0.154792873,0.195577031,,,,,
Argentina,ARG,2013,Moving Average,0.369232785,0.161053259,0.202315434,,,,,
Argentina,ARG,2014,Moving Average,0.375152395,0.167218593,0.193501925,,,,,
Argentina,ARG,2015,Moving Average,0.39655234,0.176410941,0.195950875,,,,,
Argentina,ARG,2016,Moving Average,0.394683488,0.190236373,0.199928824,,,,,
Argentina,ARG,2017,Moving Average,0.380159225,0.200969039,0.210202244,,,,,
Argentina,ARG,2018,Moving Average,0.393936718,0.207696531,0.239208954,,,,,
Argentina,ARG,2019,Moving Average,0.36441231,0.220533289,0.257643471,,,,,
Argentina,ARG,2020,Moving Average,0.302422905,0.232601735,0.267816052,,,,,
Argentina,ARG,2021,Moving Average,0.27917882,0.23671424,0.272473173,,,,,
Argentina,ARG,2022,Moving Average,0.263760273,0.237779022,0.285247688,,,,,
Argentina,ARG,2023,Moving Average,0.27004636,0.235912408,0.278164151,,,,,
Argentina,ARG,2024,Moving Average,0.287373383,0.233630235,0.28463504,,,,,
Argentina,ARG,2025,Moving Average,0.279679988,0.241245682,0.307201132,increased,2.709452281,above,-8.958672917,lower
Bolivia,BOL,1952,Annual Average,,0.094032258,0.02683252,,,,,
Bolivia,BOL,1953,Annual Average,,0.119992027,0.02447165,,,,,
Bolivia,BOL,1954,Annual Average,0.28868705,0.132968278,0.112089663,,,,,
Bolivia,BOL,1955,Annual Average,0.110472825,0.135578224,0.228707565,,,,,
Bolivia,BOL,1956,Annual Average,0.0884017,0.099280593,0.033562534,,,,,
Bolivia,BOL,1957,Annual Average,0.211505925,0.123247919,0.086126338,,,,,
Bolivia,BOL,1958,Annual Average,0,0.118867639,0.062928884,,,,,
Bolivia,BOL,1959,Annual Average,0,0.068547041,0.050648547,,,,,
Bolivia,BOL,1960,Annual Average,0,0.052470631,0.020219676,,,,,
Bolivia,BOL,1961,Annual Average,0.166555625,0.073723685,0.054603445,,,,,
Bolivia,BOL,1962,Annual Average,0,0.106181739,0.094596351,,,,,
Bolivia,BOL,1963,Annual Average,0,0.113526106,0.172355044,,,,,
Bolivia,BOL,1964,Annual Average,0,0.135993169,0.105002415,,,,,
Bolivia,BOL,1965,Annual Average,0.118091625,0.113382053,0.092038359,,,,,
Bolivia,BOL,1966,Annual Average,0,0.113745596,0.157203246,,,,,
Bolivia,BOL,1967,Annual Average,0,0.114015255,0.127875353,,,,,
Bolivia,BOL,1968,Annual Average,0.545685,0.134318179,0.109221016,,,,,
Bolivia,BOL,1969,Annual Average,0.248756225,0.099653543,0.108259313,,,,,
Bolivia,BOL,1970,Annual Average,0.09242145,0.089846921,0.084115855,,,,,
Bolivia,BOL,1971,Annual Average,0,0.136009262,0.147601164,,,,,
Bolivia,BOL,1972,Annual Average,0.15625,0.120515433,0.112961579,,,,,
Bolivia,BOL,1973,Annual Average,0.288324325,0.097201875,0.107620554,,,,,
Bolivia,BOL,1974,Annual Average,0.12077295,0.099176045,0.059234361,,,,,
Bolivia,BOL,1975,Annual Average,0,0.082351783,0.054943721,,,,,
Bolivia,BOL,1976,Annual Average,0,0.135147809,0.116854441,,,,,
Bolivia,BOL,1977,Annual Average,0.06333925,0.098647216,0.122403836,,,,,
Bolivia,BOL,1978,Annual Average,0.0717566,0.103184926,0.172576598,,,,,
Bolivia,BOL,1979,Annual Average,0,0.091342129,0.081974006,,,,,
Bolivia,BOL,1980,Annual Average,0.3534892,0.086126352,0.119983133,,,,,
Bolivia,BOL,1981,Annual Average,0.0710833,0.10302205,0.158240325,,,,,
Bolivia,BOL,1982,Annual Average,0.045061275,0.109882842,0.14811692,,,,,
Bolivia,BOL,1983,Annual Average,0,0.084721178,0.089241334,,,,,
Bolivia,BOL,1984,Annual Average,0.2075717,0.063387132,0.085970854,,,,,
Bolivia,BOL,1985,Annual Average,0,0.060347026,0.042649915,,,,,
Bolivia,BOL,1986,Annual Average,0,0.070087014,0.094268276,,,,,
Bolivia,BOL,1987,Annual Average,0.055085375,0.063520881,0.054384934,,,,,
Bolivia,BOL,1988,Annual Average,0.062870725,0.110645242,0.122539676,,,,,
Bolivia,BOL,1989,Annual Average,0.211118525,0.082367692,0.101286259,,,,,
Bolivia,BOL,1990,Annual Average,0.145321725,0.10698999,0.105536229,,,,,
Bolivia,BOL,1991,Annual Average,0.0320842,0.096240572,0.068094843,,,,,
Bolivia,BOL,1992,Annual Average,0.046816475,0.117652603,0.130333683,,,,,
Bolivia,BOL,1993,Annual Average,0,0.121238764,0.187652388,,,,,
Bolivia,BOL,1994,Annual Average,0.071022725,0.115859491,0.162138874,,,,,
Bolivia,BOL,1995,Annual Average,0.05804175,0.10279988,0.179573919,,,,,
Bolivia,BOL,1996,Annual Average,0.217147375,0.114379485,0.205927389,,,,,
Bolivia,BOL,1997,Annual Average,0.0208108,0.105768869,0.17642752,,,,,
Bolivia,BOL,1998,Annual Average,0.203625425,0.136702468,0.249029883,,,,,
Bolivia,BOL,1999,Annual Average,0.04490345,0.119251848,0.193753015,,,,,
Bolivia,BOL,2000,Annual Average,0,0.121372306,0.234701545,,,,,
Bolivia,BOL,2001,Annual Average,0.12910025,0.143885188,0.224252105,,,,,
Bolivia,BOL,2002,Annual Average,0.33022205,0.141118177,0.228493079,,,,,
Bolivia,BOL,2003,Annual Average,0.29314875,0.164099324,0.213140634,,,,,
Bolivia,BOL,2004,Annual Average,0.653761175,0.137963436,0.251508776,,,,,
Bolivia,BOL,2005,Annual Average,0.566956675,0.144061392,0.208843308,,,,,
Bolivia,BOL,2006,Annual Average,0.548123675,0.14031734,0.199182593,,,,,
Bolivia,BOL,2007,Annual Average,0.466475575,0.136123963,0.182837445,,,,,
Bolivia,BOL,2008,Annual Average,0.249649325,0.131968775,0.120888968,,,,,
Bolivia,BOL,2009,Annual Average,0.134173225,0.138500589,0.169262499,,,,,
Bolivia,BOL,2010,Annual Average,0.075377775,0.152337145,0.182435889,,,,,
Bolivia,BOL,2011,Annual Average,0.152388475,0.176647148,0.243975178,,,,,
Bolivia,BOL,2012,Annual Average,0.141191775,0.225909617,0.183695025,,,,,
Bolivia,BOL,2013,Annual Average,0.307951975,0.226703179,0.280524661,,,,,
Bolivia,BOL,2014,Annual Average,0.220715625,0.199616777,0.163373681,,,,,
Bolivia,BOL,2015,Annual Average,0.20336645,0.235984878,0.233332814,,,,,
Bolivia,BOL,2016,Annual Average,0.108893275,0.278571657,0.238962083,,,,,
Bolivia,BOL,2017,Annual Average,0.179173925,0.243450628,0.285571645,,,,,
Bolivia,BOL,2018,Annual Average,0.4750045,0.199243691,0.410956063,,,,,
Bolivia,BOL,2019,Annual Average,0.7460932,0.26686817,0.353607676,,,,,
Bolivia,BOL,2020,Annual Average,0.756177425,0.273021605,0.284161693,,,,,
Bolivia,BOL,2021,Annual Average,0.194893925,0.217772202,0.290546388,,,,,
Bolivia,BOL,2022,Annual Average,0.1119487,0.236557435,0.311440173,,,,,
Bolivia,BOL,2023,Annual Average,0.04609145,0.208037042,0.209689291,,,,,
Bolivia,BOL,2024,Annual Average,0.146400025,0.176795038,0.228082571,,,,,
Bolivia,BOL,2025,Annual Average,0.1934236,0.312139356,0.45899374,increased,3.706369167,above,-3.708036343,lower
Bolivia,BOL,1952,Moving Average,,,,,,,,
Bolivia,BOL,1953,Moving Average,,,,,,,,
Bolivia,BOL,1954,Moving Average,,,,,,,,
Bolivia,BOL,1955,Moving Average,,,,,,,,
Bolivia,BOL,1956,Moving Average,,,,,,,,
Bolivia,BOL,1957,Moving Average,,,,,,,,
Bolivia,BOL,1958,Moving Average,,,,,,,,
Bolivia,BOL,1959,Moving Average,,,,,,,,
Bolivia,BOL,1960,Moving Average,,,,,,,,
Bolivia,BOL,1961,Moving Average,,0.101870829,0.070019082,,,,,
Bolivia,BOL,1962,Moving Average,,0.103085778,0.076795465,,,,,
Bolivia,BOL,1963,Moving Average,0.086562313,0.102439185,0.091583805,,,,,
Bolivia,BOL,1964,Moving Average,0.057693608,0.102741675,0.09087508,,,,,
Bolivia,BOL,1965,Moving Average,0.058455488,0.100522058,0.077208159,,,,,
Bolivia,BOL,1966,Moving Average,0.049615318,0.101968558,0.089572231,,,,,
Bolivia,BOL,1967,Moving Average,0.028464725,0.101045291,0.093747132,,,,,
Bolivia,BOL,1968,Moving Average,0.083033225,0.102590345,0.098376345,,,,,
Bolivia,BOL,1969,Moving Average,0.107908848,0.105700996,0.104137422,,,,,
Bolivia,BOL,1970,Moving Average,0.117150993,0.109438625,0.11052704,,,,,
Bolivia,BOL,1971,Moving Average,0.10049543,0.115667182,0.119826812,,,,,
Bolivia,BOL,1972,Moving Average,0.11612043,0.117100552,0.121663334,,,,,
Bolivia,BOL,1973,Moving Average,0.144952863,0.115468129,0.115189885,,,,,
Bolivia,BOL,1974,Moving Average,0.157030158,0.111786416,0.11061308,,,,,
Bolivia,BOL,1975,Moving Average,0.145220995,0.108683389,0.106903616,,,,,
Bolivia,BOL,1976,Moving Average,0.145220995,0.110823611,0.102868736,,,,,
Bolivia,BOL,1977,Moving Average,0.15155492,0.109286807,0.102321584,,,,,
Bolivia,BOL,1978,Moving Average,0.10416208,0.106173481,0.108657142,,,,,
Bolivia,BOL,1979,Moving Average,0.079286458,0.10534234,0.106028612,,,,,
Bolivia,BOL,1980,Moving Average,0.105393233,0.104970283,0.109615339,,,,,
Bolivia,BOL,1981,Moving Average,0.112501563,0.101671562,0.110679255,,,,,
Bolivia,BOL,1982,Moving Average,0.10138269,0.100608303,0.11419479,,,,,
Bolivia,BOL,1983,Moving Average,0.072550258,0.099360233,0.112356868,,,,,
Bolivia,BOL,1984,Moving Average,0.081230133,0.095781342,0.115030517,,,,,
Bolivia,BOL,1985,Moving Average,0.081230133,0.093580866,0.113801136,,,,,
Bolivia,BOL,1986,Moving Average,0.081230133,0.087074786,0.11154252,,,,,
Bolivia,BOL,1987,Moving Average,0.080404745,0.083562153,0.104740629,,,,,
Bolivia,BOL,1988,Moving Average,0.079516158,0.084308185,0.099736937,,,,,
Bolivia,BOL,1989,Moving Average,0.10062801,0.083410741,0.101668163,,,,,
Bolivia,BOL,1990,Moving Average,0.079811263,0.085497105,0.100223472,,,,,
Bolivia,BOL,1991,Moving Average,0.075911353,0.084818957,0.091208924,,,,,
Bolivia,BOL,1992,Moving Average,0.076086873,0.085595933,0.0894306,,,,,
Bolivia,BOL,1993,Moving Average,0.076086873,0.089247691,0.099271706,,,,,
Bolivia,BOL,1994,Moving Average,0.062431975,0.094494927,0.106888508,,,,,
Bolivia,BOL,1995,Moving Average,0.06823615,0.098740213,0.120580908,,,,,
Bolivia,BOL,1996,Moving Average,0.089950888,0.10316946,0.131746819,,,,,
Bolivia,BOL,1997,Moving Average,0.08652343,0.107394259,0.143951078,,,,,
Bolivia,BOL,1998,Moving Average,0.1005989,0.109999981,0.156600098,,,,,
Bolivia,BOL,1999,Moving Average,0.083977393,0.113688397,0.165846774,,,,,
Bolivia,BOL,2000,Moving Average,0.06944522,0.115126629,0.178763306,,,,,
Bolivia,BOL,2001,Moving Average,0.079146825,0.11989109,0.194379032,,,,,
Bolivia,BOL,2002,Moving Average,0.107487383,0.122237648,0.204194972,,,,,
Bolivia,BOL,2003,Moving Average,0.136802258,0.126523704,0.206743796,,,,,
Bolivia,BOL,2004,Moving Average,0.195076103,0.128734098,0.215680786,,,,,
Bolivia,BOL,2005,Moving Average,0.245967595,0.132860249,0.218607725,,,,,
Bolivia,BOL,2006,Moving Average,0.279065225,0.135454035,0.217933246,,,,,
Bolivia,BOL,2007,Moving Average,0.323631703,0.138489544,0.218574238,,,,,
Bolivia,BOL,2008,Moving Average,0.328234093,0.138016175,0.205760147,,,,,
Bolivia,BOL,2009,Moving Average,0.33716107,0.139941049,0.203311095,,,,,
Bolivia,BOL,2010,Moving Average,0.344698848,0.143037533,0.198084529,,,,,
Bolivia,BOL,2011,Moving Average,0.34702767,0.146313729,0.200056837,,,,,
Bolivia,BOL,2012,Moving Average,0.328124643,0.154792873,0.195577031,,,,,
Bolivia,BOL,2013,Moving Average,0.329604965,0.161053259,0.202315434,,,,,
Bolivia,BOL,2014,Moving Average,0.28630041,0.167218593,0.193501925,,,,,
Bolivia,BOL,2015,Moving Average,0.249941388,0.176410941,0.195950875,,,,,
Bolivia,BOL,2016,Moving Average,0.206018348,0.190236373,0.199928824,,,,,
Bolivia,BOL,2017,Moving Average,0.177288183,0.200969039,0.210202244,,,,,
Bolivia,BOL,2018,Moving Average,0.1998237,0.207696531,0.239208954,,,,,
Bolivia,BOL,2019,Moving Average,0.261015698,0.220533289,0.257643471,,,,,
Bolivia,BOL,2020,Moving Average,0.329095663,0.232601735,0.267816052,,,,,
Bolivia,BOL,2021,Moving Average,0.333346208,0.23671424,0.272473173,,,,,
Bolivia,BOL,2022,Moving Average,0.3304219,0.237779022,0.285247688,,,,,
Bolivia,BOL,2023,Moving Average,0.304235848,0.235912408,0.278164151,,,,,
Bolivia,BOL,2024,Moving Average,0.296804288,0.233630235,0.28463504,,,,,
Bolivia,BOL,2025,Moving Average,0.295810003,0.241245682,0.307201132,increased,3.706369167,above,-3.708036343,lower
Brazil,BRA,1952,Annual Average,0,0.094032258,0.02683252,,,,,
Brazil,BRA,1953,Annual Average,0.08776635,0.119992027,0.02447165,,,,,
Brazil,BRA,1954,Annual Average,0.082921825,0.132968278,0.112089663,,,,,
Brazil,BRA,1955,Annual Average,0.55598505,0.135578224,0.228707565,,,,,
Brazil,BRA,1956,Annual Average,0.2554044,0.099280593,0.033562534,,,,,
Brazil,BRA,1957,Annual Average,0.197022125,0.123247919,0.086126338,,,,,
Brazil,BRA,1958,Annual Average,0.0324802,0.118867639,0.062928884,,,,,
Brazil,BRA,1959,Annual Average,0.126381925,0.068547041,0.050648547,,,,,
Brazil,BRA,1960,Annual Average,0.08796385,0.052470631,0.020219676,,,,,
Brazil,BRA,1961,Annual Average,0.214343375,0.073723685,0.054603445,,,,,
Brazil,BRA,1962,Annual Average,0.275527025,0.106181739,0.094596351,,,,,
Brazil,BRA,1963,Annual Average,0.167783025,0.113526106,0.172355044,,,,,
Brazil,BRA,1964,Annual Average,0.194540475,0.135993169,0.105002415,,,,,
Brazil,BRA,1965,Annual Average,0.2173887,0.113382053,0.092038359,,,,,
Brazil,BRA,1966,Annual Average,0.2556018,0.113745596,0.157203246,,,,,
Brazil,BRA,1967,Annual Average,0.0438337,0.114015255,0.127875353,,,,,
Brazil,BRA,1968,Annual Average,0.02875215,0.134318179,0.109221016,,,,,
Brazil,BRA,1969,Annual Average,0.0908907,0.099653543,0.108259313,,,,,
Brazil,BRA,1970,Annual Average,0.071027075,0.089846921,0.084115855,,,,,
Brazil,BRA,1971,Annual Average,0.052054425,0.136009262,0.147601164,,,,,
Brazil,BRA,1972,Annual Average,0.020637275,0.120515433,0.112961579,,,,,
Brazil,BRA,1973,Annual Average,0.05230125,0.097201875,0.107620554,,,,,
Brazil,BRA,1974,Annual Average,0.044679275,0.099176045,0.059234361,,,,,
Brazil,BRA,1975,Annual Average,0,0.082351783,0.054943721,,,,,
Brazil,BRA,1976,Annual Average,0.02701535,0.135147809,0.116854441,,,,,
Brazil,BRA,1977,Annual Average,0,0.098647216,0.122403836,,,,,
Brazil,BRA,1978,Annual Average,0.069418825,0.103184926,0.172576598,,,,,
Brazil,BRA,1979,Annual Average,0.091827275,0.091342129,0.081974006,,,,,
Brazil,BRA,1980,Annual Average,0.04405535,0.086126352,0.119983133,,,,,
Brazil,BRA,1981,Annual Average,0.0758424,0.10302205,0.158240325,,,,,
Brazil,BRA,1982,Annual Average,0.05528135,0.109882842,0.14811692,,,,,
Brazil,BRA,1983,Annual Average,0.047182375,0.084721178,0.089241334,,,,,
Brazil,BRA,1984,Annual Average,0.019691875,0.063387132,0.085970854,,,,,
Brazil,BRA,1985,Annual Average,0.022784425,0.060347026,0.042649915,,,,,
Brazil,BRA,1986,Annual Average,0.092666175,0.070087014,0.094268276,,,,,
Brazil,BRA,1987,Annual Average,0.0873407,0.063520881,0.054384934,,,,,
Brazil,BRA,1988,Annual Average,0.21902135,0.110645242,0.122539676,,,,,
Brazil,BRA,1989,Annual Average,0.2367134,0.082367692,0.101286259,,,,,
Brazil,BRA,1990,Annual Average,0.122318875,0.10698999,0.105536229,,,,,
Brazil,BRA,1991,Annual Average,0.30513285,0.096240572,0.068094843,,,,,
Brazil,BRA,1992,Annual Average,0.3248026,0.117652603,0.130333683,,,,,
Brazil,BRA,1993,Annual Average,0.26997025,0.121238764,0.187652388,,,,,
Brazil,BRA,1994,Annual Average,0.21997855,0.115859491,0.162138874,,,,,
Brazil,BRA,1995,Annual Average,0.06071295,0.10279988,0.179573919,,,,,
Brazil,BRA,1996,Annual Average,0.21991145,0.114379485,0.205927389,,,,,
Brazil,BRA,1997,Annual Average,0.093883275,0.105768869,0.17642752,,,,,
Brazil,BRA,1998,Annual Average,0.2751327,0.136702468,0.249029883,,,,,
